NroRecibo;NumeroCuenta;Codigo;Programa;Periodo;Ano;Apellidos_y_Nombres;Sede;Concepto1;ValorBasico_o_PLM;GastosAdmon;Bienestar;Otros;ConceptoDescuento;ValorDescuento;Procultura;Total;CodigoSede;FechaSinRecargo;ValorSinRecargo;FechaConRecargo;ValorConRecargo;NumeroReferencia
426199;656-03103-6;1366656;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;313680;78420;0;6160;  ;;0;398260;07;1/8/14;398260;8/8/14;437470;
426200;656-03103-6;1366657;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 020 Primer Puesto;181600;0;51560;07;1/8/14;51560;8/8/14;74260;
426201;656-03103-6;1366658;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;Ex 049 Estim. Sufragio;17456;0;206904;07;1/8/14;206904;8/8/14;228724;
426202;656-03103-6;1366659;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;  ;;0;224360;07;1/8/14;224360;8/8/14;246180;
426203;656-03103-6;1366660;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426204;656-03103-6;1366662;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426205;656-03103-6;1366664;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426206;656-03103-6;1366666;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;Ex 022 Tercer Puesto;200880;0;56380;07;1/8/14;56380;8/8/14;81490;
426207;656-03103-6;1366667;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;162240;40560;0;6160;Ex 049 Estim. Sufragio;16224;0;192736;07;1/8/14;192736;8/8/14;213016;
426208;656-03103-6;1366668;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426209;656-03103-6;1366674;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;159440;39860;0;6160;  ;;0;205460;07;1/8/14;205460;8/8/14;225390;
426210;656-03103-6;1366675;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;Ex 049 Estim. Sufragio;16504;0;195956;07;1/8/14;195956;8/8/14;216586;
426211;656-03103-6;1366676;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;208960;52240;0;6160;Ex 060 DISCAPACIDAD;208960;0;58400;07;1/8/14;58400;8/8/14;84520;
426212;656-03103-6;1366678;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426213;656-03103-6;1366682;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;Ex 049 Estim. Sufragio;18600;0;220060;07;1/8/14;220060;8/8/14;243310;
426214;656-03103-6;1366683;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426215;656-03103-6;1366684;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;179680;44920;0;6160;  ;;0;230760;07;1/8/14;230760;8/8/14;253220;
426216;656-03103-6;1366686;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426217;656-03103-6;1366691;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168880;42220;0;6160;Ex 021 Segundo Puesto;168880;0;48380;07;1/8/14;48380;8/8/14;69490;
426218;656-03103-6;1366692;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;Ex 024 Quinto Puesto;220000;0;61160;07;1/8/14;61160;8/8/14;88660;
426219;656-03103-6;1366693;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;311680;77920;0;6160;  ;;0;395760;07;1/8/14;395760;8/8/14;434720;
426220;656-03103-6;1366697;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215840;53960;0;6160;  ;;0;275960;07;1/8/14;275960;8/8/14;302940;
426221;656-03103-6;1366698;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426222;656-03103-6;1366699;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426223;656-03103-6;1366700;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426224;656-03103-6;1366702;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
426225;656-03103-6;1366703;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;Ex 049 Estim. Sufragio;18600;0;220060;07;1/8/14;220060;8/8/14;243310;
426226;656-03103-6;1366704;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426227;656-03103-6;1366705;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;  ;;0;224360;07;1/8/14;224360;8/8/14;246180;
426228;656-03103-6;1366706;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426229;656-03103-6;1366709;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
426230;656-03103-6;1366712;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
426231;656-03103-6;1366713;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;191200;47800;0;6160;Ex 020 Primer Puesto;191200;0;53960;07;1/8/14;53960;8/8/14;77860;
426232;656-03103-6;1366716;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426233;656-03103-6;1366718;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;Ex 024 Quinto Puesto;202640;0;56820;07;1/8/14;56820;8/8/14;82150;
426234;656-03103-6;1366722;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;194720;48680;0;6160;  ;;0;249560;07;1/8/14;249560;8/8/14;273900;
426235;656-03103-6;1366723;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426236;656-03103-6;1366732;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;154160;38540;0;6160;  ;;0;198860;07;1/8/14;198860;8/8/14;218130;
426237;656-03103-6;1449972;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;171840;42960;0;6160;  ;;0;220960;07;1/8/14;220960;8/8/14;242440;
426238;656-03103-6;1449973;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426239;656-03103-6;1449975;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426240;656-03103-6;1449976;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;146480;36620;0;6160;  ;;0;189260;07;1/8/14;189260;8/8/14;207570;
426241;656-03103-6;1449979;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;145600;36400;0;6160;  ;;0;188160;07;1/8/14;188160;8/8/14;206360;
426242;656-03103-6;1449981;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426243;656-03103-6;1449983;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200720;50180;0;6160;Ex 049 Estim. Sufragio;20072;0;236988;07;1/8/14;236988;8/8/14;262078;
426244;656-03103-6;1457101;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;196880;49220;0;6160;Ex 049 Estim. Sufragio;19688;0;232572;07;1/8/14;232572;8/8/14;257182;
426245;656-03103-6;1457102;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168960;42240;0;6160;  ;;0;217360;07;1/8/14;217360;8/8/14;238480;
426246;656-03103-6;1457103;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;Ex 049 Estim. Sufragio;18504;0;218956;07;1/8/14;218956;8/8/14;242086;
426247;656-03103-6;1457104;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426248;656-03103-6;1457105;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;159440;39860;0;6160;Ex 049 Estim. Sufragio;15944;0;189516;07;1/8/14;189516;8/8/14;209446;
426249;656-03103-6;1457106;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;  ;;0;281160;07;1/8/14;281160;8/8/14;308660;
426250;656-03103-6;1457109;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426251;656-03103-6;1457110;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168960;42240;0;6160;  ;;0;217360;07;1/8/14;217360;8/8/14;238480;
426252;656-03103-6;1457113;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
426253;656-03103-6;1457114;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426254;656-03103-6;1457115;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426255;656-03103-6;1457116;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211520;52880;0;6160;  ;;0;270560;07;1/8/14;270560;8/8/14;297000;
426256;656-03103-6;1457117;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426257;656-03103-6;1457118;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;183440;45860;0;6160;  ;;0;235460;07;1/8/14;235460;8/8/14;258390;
426258;656-03103-6;1457119;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426259;656-03103-6;1457120;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426260;656-03103-6;1457122;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;  ;;0;257260;07;1/8/14;257260;8/8/14;282370;
426261;656-03103-6;1457123;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426262;656-03103-6;1457127;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;304960;76240;0;6160;  ;;0;387360;07;1/8/14;387360;8/8/14;425480;
426263;656-03103-6;1457128;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168960;42240;0;6160;  ;;0;217360;07;1/8/14;217360;8/8/14;238480;
426264;656-03103-6;1457129;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426265;656-03103-6;1457134;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426266;656-03103-6;1457135;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193120;48280;0;6160;  ;;0;247560;07;1/8/14;247560;8/8/14;271700;
426267;656-03103-6;1457137;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;162960;40740;0;6160;  ;;0;209860;07;1/8/14;209860;8/8/14;230230;
426268;656-03103-6;1457138;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211520;52880;0;6160;  ;;0;270560;07;1/8/14;270560;8/8/14;297000;
426269;656-03103-6;1457139;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426270;656-03103-6;1457140;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;6160;  ;;0;361860;07;1/8/14;361860;8/8/14;397430;
426271;656-03103-6;1457144;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426272;656-03103-6;1457147;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426273;656-03103-6;1457148;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426274;656-03103-6;1457149;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;183440;45860;0;6160;  ;;0;235460;07;1/8/14;235460;8/8/14;258390;
426275;656-03103-6;1457151;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426276;656-03103-6;1457152;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426277;656-03103-6;1457154;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426278;656-03103-6;1457156;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;290160;72540;0;6160;Ex 049 Estim. Sufragio;29016;0;339844;07;1/8/14;339844;8/8/14;376114;
426279;656-03103-6;1457157;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200480;50120;0;6160;Ex 049 Estim. Sufragio;20048;0;236712;07;1/8/14;236712;8/8/14;261772;
426280;656-03103-6;1457158;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;6160;Ex 049 Estim. Sufragio;28456;0;333404;07;1/8/14;333404;8/8/14;368974;
426281;656-03103-6;1457159;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;  ;;0;241360;07;1/8/14;241360;8/8/14;264880;
